DICO,NUTSI_DSG,NUTSI_COD,NUTSII_DSG,NUTSII_COD,NUTSIII_DSG,NUTSIII_COD,DISTRITO_ILHA_DSG,CONCELHO_DSG,nutsi_norm,nutsii_norm,nutsiii_norm,municipality_norm,region_norm,district_norm,MunicipalityCode,location_context,block_key,avg_rent_m2,avg_str_density,population_density,avg_price,count_listings,price_per_listing
1313,CONTINENTE,1,NORTE,11,ÁREA METROPOLITANA DO PORTO,11A,PORTO,PÓVOA DE VARZIM,continente,norte,area metropolitana do porto,povoa de varzim,area metropolitana do porto,porto,1313,povoa de varzim porto,povo,6.785,414.225,821.4,330745.2994011976,334.0,990.2553874287353
1314,CONTINENTE,1,NORTE,11,ÁREA METROPOLITANA DO PORTO,11A,PORTO,SANTO TIRSO,continente,norte,area metropolitana do porto,santo tirso,area metropolitana do porto,porto,1314,santo tirso porto,sant,5.01,234.3066666666667,496.7,201557.72373540857,514.0,392.13564929067815
1315,CONTINENTE,1,NORTE,11,ÁREA METROPOLITANA DO PORTO,11A,PORTO,VALONGO,continente,norte,area metropolitana do porto,valongo,area metropolitana do porto,porto,1315,valongo porto,valo,7.145,801.98,1333.4,230434.25340136053,588.0,391.89498877782404
1316,CONTINENTE,1,NORTE,11,ÁREA METROPOLITANA DO PORTO,11A,PORTO,VILA DO CONDE,continente,norte,area metropolitana do porto,vila do conde,area metropolitana do porto,porto,1316,vila do conde porto,vila,6.76,304.8863636363636,569.5,327251.61097256857,401.0,816.0888054178768
1317,CONTINENTE,1,NORTE,11,ÁREA METROPOLITANA DO PORTO,11A,PORTO,VILA NOVA DE GAIA,continente,norte,area metropolitana do porto,vila nova de gaia,area metropolitana do porto,porto,1317,vila nova de gaia porto,vila,8.51,1050.15,1847.5,311382.25339489407,3682.0,84.56878147607118
1318,CONTINENTE,1,NORTE,11,ÁREA METROPOLITANA DO PORTO,11A,PORTO,TROFA,continente,norte,area metropolitana do porto,trofa,area metropolitana do porto,porto,1318,trofa porto,trof,6.0,204.23333333333335,555.5,238143.20118343196,338.0,704.5656839746507
1401,CONTINENTE,1,CENTRO,16,MÉDIO TEJO,16I,SANTARÉM,ABRANTES,continente,centro,medio tejo,abrantes,medio tejo,santarem,1401,abrantes santarem,abra,4.3,42.207142857142856,47.3,152647.47222222222,360.0,424.02075617283947
1402,CONTINENTE,1,CENTRO,16,MÉDIO TEJO,16I,SANTARÉM,ALCANENA,continente,centro,medio tejo,alcanena,medio tejo,santarem,1402,alcanena santarem,alca,3.72,68.975,100.1,155488.65546218486,119.0,1306.6273568250829
1403,CONTINENTE,1,ALENTEJO,18,LEZÍRIA DO TEJO,185,SANTARÉM,ALMEIRIM,continente,alentejo,leziria do tejo,almeirim,leziria do tejo,santarem,1403,almeirim santarem,alme,5.27,54.46,102.7,188045.60103626942,193.0,974.3295390480281
1404,CONTINENTE,1,ALENTEJO,18,LEZÍRIA DO TEJO,185,SANTARÉM,ALPIARÇA,continente,alentejo,leziria do tejo,alpiarca,leziria do tejo,santarem,1404,alpiarca santarem,alpi,5.693157894736842,42.1,76.9,208641.776119403,67.0,3114.0563599910893
1405,CONTINENTE,1,ALENTEJO,18,LEZÍRIA DO TEJO,185,SANTARÉM,BENAVENTE,continente,alentejo,leziria do tejo,benavente,leziria do tejo,santarem,1405,benavente santarem,bena,4.585,33.58,62.0,199389.34604904632,367.0,543.295220842088
1406,CONTINENTE,1,ALENTEJO,18,LEZÍRIA DO TEJO,185,SANTARÉM,CARTAXO,continente,alentejo,leziria do tejo,cartaxo,leziria do tejo,santarem,1406,cartaxo santarem,cart,5.0,88.41428571428571,154.0,187787.74094707522,359.0,523.0856293790396
1407,CONTINENTE,1,ALENTEJO,18,LEZÍRIA DO TEJO,185,SANTARÉM,CHAMUSCA,continente,alentejo,leziria do tejo,chamusca,leziria do tejo,santarem,1407,chamusca santarem,cham,3.57,11.799999999999999,11.4,156749.12280701756,57.0,2749.984610649431
1408,CONTINENTE,1,CENTRO,16,MÉDIO TEJO,16I,SANTARÉM,CONSTÂNCIA,continente,centro,medio tejo,constancia,medio tejo,santarem,1408,constancia santarem,cons,8.37,40.525000000000006,49.2,178076.04166666666,48.0,3709.917534722222
1409,CONTINENTE,1,ALENTEJO,18,LEZÍRIA DO TEJO,185,SANTARÉM,CORUCHE,continente,alentejo,leziria do tejo,coruche,leziria do tejo,santarem,1409,coruche santarem,coru,6.785,9.700000000000001,15.6,169773.07692307694,260.0,652.9733727810651
1410,CONTINENTE,1,CENTRO,16,MÉDIO TEJO,16I,SANTARÉM,ENTRONCAMENTO,continente,centro,medio tejo,entroncamento,medio tejo,santarem,1410,entroncamento santarem,entr,5.5,826.9666666666667,1601.2,175003.07262569832,358.0,488.8353983958054
1411,CONTINENTE,1,CENTRO,16,MÉDIO TEJO,16I,SANTARÉM,FERREIRA DO ZÊZERE,continente,centro,medio tejo,ferreira do zezere,medio tejo,santarem,1411,ferreira do zezere santarem,ferr,4.45,39.8375,42.1,155739.2670157068,191.0,815.3888325429675
1412,CONTINENTE,1,ALENTEJO,18,LEZÍRIA DO TEJO,185,SANTARÉM,GOLEGÃ,continente,alentejo,leziria do tejo,golega,leziria do tejo,santarem,1412,golega santarem,gole,7.93,40.85,64.5,256509.33333333334,75.0,3420.1244444444446
1413,CONTINENTE,1,CENTRO,16,MÉDIO TEJO,16I,SANTARÉM,MAÇÃO,continente,centro,medio tejo,macao,medio tejo,santarem,1413,macao santarem,maca,9.62,17.071428571428573,16.0,137017.94871794872,78.0,1756.6403681788297
1414,CONTINENTE,1,ALENTEJO,18,LEZÍRIA DO TEJO,185,SANTARÉM,RIO MAIOR,continente,alentejo,leziria do tejo,rio maior,leziria do tejo,santarem,1414,rio maior santarem,rio ,6.455,36.26363636363636,81.8,205600.09216589862,217.0,947.4658625156618
1415,CONTINENTE,1,ALENTEJO,18,LEZÍRIA DO TEJO,185,SANTARÉM,SALVATERRA DE MAGOS,continente,alentejo,leziria do tejo,salvaterra de magos,leziria do tejo,santarem,1415,salvaterra de magos santarem,salv,6.785,51.839999999999996,95.7,230008.88888888888,180.0,1277.827160493827
1416,CONTINENTE,1,ALENTEJO,18,LEZÍRIA DO TEJO,185,SANTARÉM,SANTARÉM,continente,alentejo,leziria do tejo,santarem,leziria do tejo,santarem,1416,santarem santarem,sant,5.63,67.5,110.4,208850.33663366336,505.0,413.56502303695714
1417,CONTINENTE,1,CENTRO,16,MÉDIO TEJO,16I,SANTARÉM,SARDOAL,continente,centro,medio tejo,sardoal,medio tejo,santarem,1417,sardoal santarem,sard,5.693157894736842,32.5,39.3,149173.07692307694,26.0,5737.426035502959
1418,CONTINENTE,1,CENTRO,16,MÉDIO TEJO,16I,SANTARÉM,TOMAR,continente,centro,medio tejo,tomar,medio tejo,santarem,1418,tomar santarem,toma,5.5,76.20833333333333,105.0,188132.36559139786,465.0,404.58573245461906
1419,CONTINENTE,1,CENTRO,16,MÉDIO TEJO,16I,SANTARÉM,TORRES NOVAS,continente,centro,medio tejo,torres novas,medio tejo,santarem,1419,torres novas santarem,torr,4.96,96.67272727272729,128.6,166600.0,419.0,397.61336515513125
1420,CONTINENTE,1,CENTRO,16,MÉDIO TEJO,16I,SANTARÉM,VILA NOVA DA BARQUINHA,continente,centro,medio tejo,vila nova da barquinha,medio tejo,santarem,1420,vila nova da barquinha santarem,vila,4.28,84.03999999999999,157.1,191490.38461538462,52.0,3682.507396449704
1421,CONTINENTE,1,CENTRO,16,MÉDIO TEJO,16I,SANTARÉM,OURÉM,continente,centro,medio tejo,ourem,medio tejo,santarem,1421,ourem santarem,oure,5.46,73.93571428571428,111.6,209362.96120689655,232.0,902.4265569262782
1501,CONTINENTE,1,ALENTEJO,18,ALENTEJO LITORAL,181,SETÚBAL,ALCÁCER DO SAL,continente,alentejo,alentejo litoral,alcacer do sal,alentejo litoral,setubal,1501,alcacer do sal setubal,alca,6.05,5.76,7.4,245133.18181818182,220.0,1114.2417355371902
1502,CONTINENTE,1,LISBOA,17,ÁREA METROPOLITANA DE LISBOA,170,SETÚBAL,ALCOCHETE,continente,lisboa,area metropolitana de lisboa,alcochete,area metropolitana de lisboa,setubal,1502,alcochete setubal,alco,8.52,180.5,156.6,382180.08298755187,241.0,1585.8094729773936
1503,CONTINENTE,1,LISBOA,17,ÁREA METROPOLITANA DE LISBOA,170,SETÚBAL,ALMADA,continente,lisboa,area metropolitana de lisboa,almada,area metropolitana de lisboa,setubal,1503,almada setubal,alma,9.02,1937.7666666666667,2588.7,298182.1899509804,1632.0,182.70967521506154
1504,CONTINENTE,1,LISBOA,17,ÁREA METROPOLITANA DE LISBOA,170,SETÚBAL,BARREIRO,continente,lisboa,area metropolitana de lisboa,barreiro,area metropolitana de lisboa,setubal,1504,barreiro setubal,barr,9.01,1335.5400000000002,2197.5,244121.49545454545,660.0,369.88105371900826
1505,CONTINENTE,1,ALENTEJO,18,ALENTEJO LITORAL,181,SETÚBAL,GRÂNDOLA,continente,alentejo,alentejo litoral,grandola,alentejo litoral,setubal,1505,grandola setubal,gran,7.234999999999999,17.2,17.2,341812.734082397,267.0,1280.1975059265806
1506,CONTINENTE,1,LISBOA,17,ÁREA METROPOLITANA DE LISBOA,170,SETÚBAL,MOITA,continente,lisboa,area metropolitana de lisboa,moita,area metropolitana de lisboa,setubal,1506,moita setubal,moit,6.84,841.9799999999999,1247.7,206998.3137254902,510.0,405.87904652056903
1507,CONTINENTE,1,LISBOA,17,ÁREA METROPOLITANA DE LISBOA,170,SETÚBAL,MONTIJO,continente,lisboa,area metropolitana de lisboa,montijo,area metropolitana de lisboa,setubal,1507,montijo setubal,mont,8.44,183.0,169.8,306194.0970873786,1030.0,297.2758224149307
1508,CONTINENTE,1,LISBOA,17,ÁREA METROPOLITANA DE LISBOA,170,SETÚBAL,PALMELA,continente,lisboa,area metropolitana de lisboa,palmela,area metropolitana de lisboa,setubal,1508,palmela setubal,palm,7.22,120.2,156.8,273536.64381121995,1123.0,243.57670864756898
1509,CONTINENTE,1,ALENTEJO,18,ALENTEJO LITORAL,181,SETÚBAL,SANTIAGO DO CACÉM,continente,alentejo,alentejo litoral,santiago do cacem,alentejo litoral,setubal,1509,santiago do cacem setubal,sant,6.84,20.799999999999997,26.7,284154.54545454547,209.0,1359.5911265767727
1510,CONTINENTE,1,LISBOA,17,ÁREA METROPOLITANA DE LISBOA,170,SETÚBAL,SEIXAL,continente,lisboa,area metropolitana de lisboa,seixal,area metropolitana de lisboa,setubal,1510,seixal setubal,seix,8.78,902.9799999999999,1814.2,321558.58026233607,1601.0,200.8485823000225
1511,CONTINENTE,1,LISBOA,17,ÁREA METROPOLITANA DE LISBOA,170,SETÚBAL,SESIMBRA,continente,lisboa,area metropolitana de lisboa,sesimbra,area metropolitana de lisboa,setubal,1511,sesimbra setubal,sesi,7.97,1024.0,283.6,332495.009009009,777.0,427.9215045160991
1512,CONTINENTE,1,LISBOA,17,ÁREA METROPOLITANA DE LISBOA,170,SETÚBAL,SETÚBAL,continente,lisboa,area metropolitana de lisboa,setubal,area metropolitana de lisboa,setubal,1512,setubal setubal,setu,9.67,357.76666666666665,536.4,292279.8708226221,1556.0,187.84053394770058
1513,CONTINENTE,1,ALENTEJO,18,ALENTEJO LITORAL,181,SETÚBAL,SINES,continente,alentejo,alentejo litoral,sines,alentejo litoral,setubal,1513,sines setubal,sine,10.455,38.833333333333336,72.7,443286.9918699187,123.0,3603.959283495274
1601,CONTINENTE,1,NORTE,11,ALTO MINHO,111,VIANA DO CASTELO,ARCOS DE VALDEVEZ,continente,norte,alto minho,arcos de valdevez,alto minho,viana do castelo,1601,arcos de valdevez viana do castelo,arco,4.62,75.9108108108108,46.6,167086.72566371682,339.0,492.88119664813223
1602,CONTINENTE,1,NORTE,11,ALTO MINHO,111,VIANA DO CASTELO,CAMINHA,continente,norte,alto minho,caminha,alto minho,viana do castelo,1602,caminha viana do castelo,cami,5.59,127.56,120.4,196724.18367346938,196.0,1003.6948146605581
1603,CONTINENTE,1,NORTE,11,ALTO MINHO,111,VIANA DO CASTELO,MELGAÇO,continente,norte,alto minho,melgaco,alto minho,viana do castelo,1603,melgaco viana do castelo,melg,7.39,55.449999999999996,31.9,130981.25,48.0,2728.7760416666665
1604,CONTINENTE,1,NORTE,11,ALTO MINHO,111,VIANA DO CASTELO,MONÇÃO,continente,norte,alto minho,moncao,alto minho,viana do castelo,1604,moncao viana do castelo,monc,4.55,76.18,85.3,174424.74226804124,97.0,1798.1932192581571
1605,CONTINENTE,1,NORTE,11,ALTO MINHO,111,VIANA DO CASTELO,PAREDES DE COURA,continente,norte,alto minho,paredes de coura,alto minho,viana do castelo,1605,paredes de coura viana do castelo,pare,3.24,51.73529411764706,63.0,166766.39344262294,61.0,2733.875302338081
1606,CONTINENTE,1,NORTE,11,ALTO MINHO,111,VIANA DO CASTELO,PONTE DA BARCA,continente,norte,alto minho,ponte da barca,alto minho,viana do castelo,1606,ponte da barca viana do castelo,pont,3.33,72.50555555555555,61.4,148504.9180327869,244.0,608.6267132491266
1607,CONTINENTE,1,NORTE,11,ALTO MINHO,111,VIANA DO CASTELO,PONTE DE LIMA,continente,norte,alto minho,ponte de lima,alto minho,viana do castelo,1607,ponte de lima viana do castelo,pont,4.93,94.175,128.4,213213.9303482587,201.0,1060.7658226281528
1608,CONTINENTE,1,NORTE,11,ALTO MINHO,111,VIANA DO CASTELO,VALENÇA,continente,norte,alto minho,valenca,alto minho,viana do castelo,1608,valenca viana do castelo,vale,6.84,80.93333333333334,120.9,207490.4867256637,339.0,612.0663325240818
1609,CONTINENTE,1,NORTE,11,ALTO MINHO,111,VIANA DO CASTELO,VIANA DO CASTELO,continente,norte,alto minho,viana do castelo,alto minho,viana do castelo,1609,viana do castelo viana do castelo,vian,8.09,170.96785714285716,272.0,275457.8608247423,776.0,354.9714701349772
1610,CONTINENTE,1,NORTE,11,ALTO MINHO,111,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,continente,norte,alto minho,vila nova de cerveira,alto minho,viana do castelo,1610,vila nova de cerveira viana do castelo,vila,6.199999999999999,69.96666666666667,86.0,236650.96153846153,208.0,1137.7450073964496
1701,CONTINENTE,1,NORTE,11,DOURO,11D,VILA REAL,ALIJÓ,continente,norte,douro,alijo,douro,vila real,1701,alijo vila real,alij,7.2,35.82666666666667,34.7,176097.6923076923,130.0,1354.5976331360946
1702,CONTINENTE,1,NORTE,11,ALTO TÂMEGA,11B,VILA REAL,BOTICAS,continente,norte,alto tamega,boticas,alto tamega,vila real,1702,boticas vila real,boti,7.21,16.354545454545455,15.2,168329.41176470587,17.0,9901.730103806229
1703,CONTINENTE,1,NORTE,11,ALTO TÂMEGA,11B,VILA REAL,CHAVES,continente,norte,alto tamega,chaves,alto tamega,vila real,1703,chaves vila real,chav,5.824999999999999,74.33,63.3,191809.8765432099,324.0,592.0057918000305
1704,CONTINENTE,1,NORTE,11,DOURO,11D,VILA REAL,MESÃO FRIO,continente,norte,douro,mesao frio,douro,vila real,1704,mesao frio vila real,mesa,9.28,82.3,130.8,202035.7142857143,56.0,3607.780612244898
1705,CONTINENTE,1,NORTE,11,AVE,119,VILA REAL,MONDIM DE BASTO,continente,norte,ave,mondim de basto,ave,vila real,1705,mondim de basto vila real,mond,6.148333333333333,33.48571428571429,37.2,176321.73913043478,46.0,3833.0812854442343
1706,CONTINENTE,1,NORTE,11,ALTO TÂMEGA,11B,VILA REAL,MONTALEGRE,continente,norte,alto tamega,montalegre,alto tamega,vila real,1706,montalegre vila real,mont,6.148333333333333,14.761538461538462,11.4,184147.8260869565,115.0,1601.2854442344044
1707,CONTINENTE,1,NORTE,11,DOURO,11D,VILA REAL,MURÇA,continente,norte,douro,murca,douro,vila real,1707,murca vila real,murc,6.148333333333333,27.4375,27.8,191125.0,32.0,5972.65625
1708,CONTINENTE,1,NORTE,11,DOURO,11D,VILA REAL,PESO DA RÉGUA,continente,norte,douro,peso da regua,douro,vila real,1708,peso da regua vila real,peso,4.12,120.73333333333332,151.8,165039.7966101695,295.0,559.4569376615915
1709,CONTINENTE,1,NORTE,11,ALTO TÂMEGA,11B,VILA REAL,RIBEIRA DE PENA,continente,norte,alto tamega,ribeira de pena,alto tamega,vila real,1709,ribeira de pena vila real,ribe,7.89,20.816666666666666,27.0,157300.0,30.0,5243.333333333333
1710,CONTINENTE,1,NORTE,11,DOURO,11D,VILA REAL,SABROSA,continente,norte,douro,sabrosa,douro,vila real,1710,sabrosa vila real,sabr,6.148333333333333,33.50769230769231,35.9,188149.12280701756,57.0,3300.861803631887
1711,CONTINENTE,1,NORTE,11,DOURO,11D,VILA REAL,SANTA MARTA DE PENAGUIÃO,continente,norte,douro,santa marta de penaguiao,douro,vila real,1711,santa marta de penaguiao vila real,sant,6.148333333333333,68.825,86.4,174790.6976744186,43.0,4064.8999459167117
1712,CONTINENTE,1,NORTE,11,ALTO TÂMEGA,11B,VILA REAL,VALPAÇOS,continente,norte,alto tamega,valpacos,alto tamega,vila real,1712,valpacos vila real,valp,5.82,23.088461538461537,26.6,196917.9245283019,53.0,3715.432538269847
1713,CONTINENTE,1,NORTE,11,ALTO TÂMEGA,11B,VILA REAL,VILA POUCA DE AGUIAR,continente,norte,alto tamega,vila pouca de aguiar,alto tamega,vila real,1713,vila pouca de aguiar vila real,vila,3.31,28.253333333333334,26.9,220343.2098765432,81.0,2720.2865416857185
1714,CONTINENTE,1,NORTE,11,DOURO,11D,VILA REAL,VILA REAL,continente,norte,douro,vila real,douro,vila real,1714,vila real vila real,vila,4.68,158.47619047619048,131.8,200394.22310756973,251.0,798.3833589943017
1801,CONTINENTE,1,NORTE,11,DOURO,11D,VISEU,ARMAMAR,continente,norte,douro,armamar,douro,viseu,1801,armamar viseu,arma,3.7634375,43.89333333333333,48.2,,,
1802,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,CARREGAL DO SAL,continente,centro,viseu dao lafoes,carregal do sal,viseu dao lafoes,viseu,1802,carregal do sal viseu,carr,3.4,56.1,78.5,,,
1803,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,CASTRO DAIRE,continente,centro,viseu dao lafoes,castro daire,viseu dao lafoes,viseu,1803,castro daire viseu,cast,3.5,33.2764705882353,36.2,,,
1804,CONTINENTE,1,NORTE,11,TÂMEGA E SOUSA,11C,VISEU,CINFÃES,continente,norte,tamega e sousa,cinfaes,tamega e sousa,viseu,1804,cinfaes viseu,cinf,3.41,63.57333333333334,72.8,300000.0,1.0,300000.0
1805,CONTINENTE,1,NORTE,11,DOURO,11D,VISEU,LAMEGO,continente,norte,douro,lamego,douro,viseu,1805,lamego viseu,lame,3.4,91.3,145.9,,,
1806,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,MANGUALDE,continente,centro,viseu dao lafoes,mangualde,viseu dao lafoes,viseu,1806,mangualde viseu,mang,3.72,49.37692307692308,84.8,,,
1807,CONTINENTE,1,NORTE,11,DOURO,11D,VISEU,MOIMENTA DA BEIRA,continente,norte,douro,moimenta da beira,douro,viseu,1807,moimenta da beira viseu,moim,3.08,43.71176470588235,44.2,,,
1808,CONTINENTE,1,CENTRO,16,REGIÃO DE COIMBRA,16E,VISEU,MORTÁGUA,continente,centro,regiao de coimbra,mortagua,regiao de coimbra,viseu,1808,mortagua viseu,mort,3.11,23.025,36.1,62000.0,1.0,62000.0
1809,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,NELAS,continente,centro,viseu dao lafoes,nelas,viseu dao lafoes,viseu,1809,nelas viseu,nela,3.38,70.9125,106.0,,,
1810,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,OLIVEIRA DE FRADES,continente,centro,viseu dao lafoes,oliveira de frades,viseu dao lafoes,viseu,1810,oliveira de frades viseu,oliv,5.135,40.87777777777777,67.2,,,
1811,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,PENALVA DO CASTELO,continente,centro,viseu dao lafoes,penalva do castelo,viseu dao lafoes,viseu,1811,penalva do castelo viseu,pena,3.7634375,47.550000000000004,54.7,,,
1812,CONTINENTE,1,NORTE,11,DOURO,11D,VISEU,PENEDONO,continente,norte,douro,penedono,douro,viseu,1812,penedono viseu,pene,3.7634375,21.0375,21.0,,,
1813,CONTINENTE,1,NORTE,11,TÂMEGA E SOUSA,11C,VISEU,RESENDE,continente,norte,tamega e sousa,resende,tamega e sousa,viseu,1813,resende viseu,rese,3.09,68.88333333333334,79.1,,,
1814,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,SANTA COMBA DÃO,continente,centro,viseu dao lafoes,santa comba dao,viseu dao lafoes,viseu,1814,santa comba dao viseu,sant,3.81,62.05714285714286,97.6,,,
1815,CONTINENTE,1,NORTE,11,DOURO,11D,VISEU,SÃO JOÃO DA PESQUEIRA,continente,norte,douro,sao joao da pesqueira,douro,viseu,1815,sao joao da pesqueira viseu,sao ,3.7634375,23.308333333333334,25.4,,,
1816,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,SÃO PEDRO DO SUL,continente,centro,viseu dao lafoes,sao pedro do sul,viseu dao lafoes,viseu,1816,sao pedro do sul viseu,sao ,5.08,42.580000000000005,43.6,,,
1817,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,SÁTÃO,continente,centro,viseu dao lafoes,satao,viseu dao lafoes,viseu,1817,satao viseu,sata,2.78,56.02,55.2,,,
1818,CONTINENTE,1,NORTE,11,DOURO,11D,VISEU,SERNANCELHE,continente,norte,douro,sernancelhe,douro,viseu,1818,sernancelhe viseu,sern,3.7634375,20.564285714285713,25.3,,,
1819,CONTINENTE,1,NORTE,11,DOURO,11D,VISEU,TABUAÇO,continente,norte,douro,tabuaco,douro,viseu,1819,tabuaco viseu,tabu,3.7634375,33.07142857142857,37.7,,,
1820,CONTINENTE,1,NORTE,11,DOURO,11D,VISEU,TAROUCA,continente,norte,douro,tarouca,douro,viseu,1820,tarouca viseu,taro,3.7634375,61.25,76.1,,,
1821,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,TONDELA,continente,centro,viseu dao lafoes,tondela,viseu dao lafoes,viseu,1821,tondela viseu,tond,4.39,59.839999999999996,69.6,233500.0,19.0,12289.473684210527
1822,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,VILA NOVA DE PAIVA,continente,centro,viseu dao lafoes,vila nova de paiva,viseu dao lafoes,viseu,1822,vila nova de paiva viseu,vila,3.7634375,26.816666666666663,27.1,,,
1823,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,VISEU,continente,centro,viseu dao lafoes,viseu,viseu dao lafoes,viseu,1823,viseu viseu,vise,5.33,170.93076923076922,201.1,,,
1824,CONTINENTE,1,CENTRO,16,VISEU DÃO LAFÕES,16G,VISEU,VOUZELA,continente,centro,viseu dao lafoes,vouzela,viseu dao lafoes,viseu,1824,vouzela viseu,vouz,3.6,39.69,50.4,,,
3101,REGIÃO AUTÓNOMA DA MADEIRA,3,REGIÃO AUTÓNOMA DA MADEIRA,30,REGIÃO AUTÓNOMA DA MADEIRA,300,ILHA DA MADEIRA,CALHETA,regiao autonoma da madeira,regiao autonoma da madeira,regiao autonoma da madeira,calheta,regiao autonoma da madeira,ilha da madeira,3101,calheta ilha da madeira,calh,5.46,108.98888888888888,100.1,,,
3102,REGIÃO AUTÓNOMA DA MADEIRA,3,REGIÃO AUTÓNOMA DA MADEIRA,30,REGIÃO AUTÓNOMA DA MADEIRA,300,ILHA DA MADEIRA,CÂMARA DE LOBOS,regiao autonoma da madeira,regiao autonoma da madeira,regiao autonoma da madeira,camara de lobos,regiao autonoma da madeira,ilha da madeira,3102,camara de lobos ilha da madeira,cama,5.75,341.68333333333334,628.4,,,
3103,REGIÃO AUTÓNOMA DA MADEIRA,3,REGIÃO AUTÓNOMA DA MADEIRA,30,REGIÃO AUTÓNOMA DA MADEIRA,300,ILHA DA MADEIRA,FUNCHAL,regiao autonoma da madeira,regiao autonoma da madeira,regiao autonoma da madeira,funchal,regiao autonoma da madeira,ilha da madeira,3103,funchal ilha da madeira,func,9.78,1171.5636363636365,1411.2,750000.0,1.0,750000.0
3104,REGIÃO AUTÓNOMA DA MADEIRA,3,REGIÃO AUTÓNOMA DA MADEIRA,30,REGIÃO AUTÓNOMA DA MADEIRA,300,ILHA DA MADEIRA,MACHICO,regiao autonoma da madeira,regiao autonoma da madeira,regiao autonoma da madeira,machico,regiao autonoma da madeira,ilha da madeira,3104,machico ilha da madeira,mach,5.23,160.21666666666667,287.1,82590.0,5.0,16518.0
3105,REGIÃO AUTÓNOMA DA MADEIRA,3,REGIÃO AUTÓNOMA DA MADEIRA,30,REGIÃO AUTÓNOMA DA MADEIRA,300,ILHA DA MADEIRA,PONTA DO SOL,regiao autonoma da madeira,regiao autonoma da madeira,regiao autonoma da madeira,ponta do sol,regiao autonoma da madeira,ilha da madeira,3105,ponta do sol ilha da madeira,pont,6.851999999999999,122.975,188.3,,,
3106,REGIÃO AUTÓNOMA DA MADEIRA,3,REGIÃO AUTÓNOMA DA MADEIRA,30,REGIÃO AUTÓNOMA DA MADEIRA,300,ILHA DA MADEIRA,PORTO MONIZ,regiao autonoma da madeira,regiao autonoma da madeira,regiao autonoma da madeira,porto moniz,regiao autonoma da madeira,ilha da madeira,3106,porto moniz ilha da madeira,port,6.851999999999999,25.96,30.5,91666.66666666667,6.0,15277.77777777778
3107,REGIÃO AUTÓNOMA DA MADEIRA,3,REGIÃO AUTÓNOMA DA MADEIRA,30,REGIÃO AUTÓNOMA DA MADEIRA,300,ILHA DA MADEIRA,RIBEIRA BRAVA,regiao autonoma da madeira,regiao autonoma da madeira,regiao autonoma da madeira,ribeira brava,regiao autonoma da madeira,ilha da madeira,3107,ribeira brava ilha da madeira,ribe,6.851999999999999,113.25999999999999,199.8,,,
3108,REGIÃO AUTÓNOMA DA MADEIRA,3,REGIÃO AUTÓNOMA DA MADEIRA,30,REGIÃO AUTÓNOMA DA MADEIRA,300,ILHA DA MADEIRA,SANTA CRUZ,regiao autonoma da madeira,regiao autonoma da madeira,regiao autonoma da madeira,santa cruz,regiao autonoma da madeira,ilha da madeira,3108,santa cruz ilha da madeira,sant,8.04,300.1,543.3,75000.0,2.0,37500.0
3109,REGIÃO AUTÓNOMA DA MADEIRA,3,REGIÃO AUTÓNOMA DA MADEIRA,30,REGIÃO AUTÓNOMA DA MADEIRA,300,ILHA DA MADEIRA,SANTANA,regiao autonoma da madeira,regiao autonoma da madeira,regiao autonoma da madeira,santana,regiao autonoma da madeira,ilha da madeira,3109,santana ilha da madeira,sant,6.851999999999999,55.07142857142857,68.0,,,
3110,REGIÃO AUTÓNOMA DA MADEIRA,3,REGIÃO AUTÓNOMA DA MADEIRA,30,REGIÃO AUTÓNOMA DA MADEIRA,300,ILHA DA MADEIRA,SÃO VICENTE,regiao autonoma da madeira,regiao autonoma da madeira,regiao autonoma da madeira,sao vicente,regiao autonoma da madeira,ilha da madeira,3110,sao vicente ilha da madeira,sao ,6.851999999999999,55.05,63.1,,,
3201,REGIÃO AUTÓNOMA DA MADEIRA,3,REGIÃO AUTÓNOMA DA MADEIRA,30,REGIÃO AUTÓNOMA DA MADEIRA,300,ILHA DE PORTO SANTO,PORTO SANTO,regiao autonoma da madeira,regiao autonoma da madeira,regiao autonoma da madeira,porto santo,regiao autonoma da madeira,ilha de porto santo,3201,porto santo ilha de porto santo,port,6.851999999999999,106.9,130.3,212870.73170731709,41.0,5191.969066032124
